url,query,is_shop
https://ProFazu.ru/provodka/cable-wire/vidy-kabelej.html,Классификация кабелей,False
https://xn----7sbbnf4acenkch8bl9k.xn--p1ai/raznoe/klassifikacziya-kabelej-klassifikacziya-kabelej-i-provodov-osobennosti-foto.html,Классификация кабелей,False
https://vse-elektrichestvo.ru/elektroprovodka/provoda-i-kabelya/klassifikaciya-kabelej-i-provodov.html#i-6,Классификация кабелей,False
https://yabs.yandex.ru/count/WmuejI_zO1K39HW0D2Xv2HZ6-dgQfGK05GGGW8Y00J4ODuPX000003W40d2WpEIbpHw00T7lYkQfxjZTHuW1bugxibgG0UxDmDpAW8200fW1xit0t4gu0V3ZsUWWm05Ss06GlBEM0U01ugkC7kW16A02oAQe0y02ueU6bvMIZkJxWAFt1vW3mk4VvP46-0IXgIA81Q6f8f05wu4me0Mel0ge1VVS2B05zzm8k0N0cWo4ejtmoGOO1uTGdHP0Rm1AsY0nAar2Mx07W82ODBW7cWJG1mRn1nG-YrxOs0lCWeQO0U08f9FK0Sdu2e2r6AeB487t5tPAsW00dIaiDXhG1G3P2-WBeQaYy0iAY0owmDw-0QaCC6eBqCPYP3_e3AC2u0s3W810YGxmoTu8jOAO3fYEd8JLquMWs0u5eGzEBgkegQRgFu0GY9p26uY00j0GzO-e_42ABv13Fx4I_fFM1gsIuZ_m4WO30k0Jm9eCo1G4w1I40iWLwUk9nmNO5S6AzkoZZxpyO_2W5f3xoOi6oHRG5hh0thu1WHUO5utDZoIe5m705xGIs1V0X3tW5zIMi_O5w1S1-1VRwO2C1faOe1WIi1Z1ofYC1hWO0T0O8VWOvAF4hQI3gTQL0O0Pa1a1e1a4k1dI6H9vOM9pNtDbSdPbSYzoDJWnBJBe6O320_0PWC83-1czWSyRWHh__nzJ9Y3pvR0QYxopi8NzpBzszHe10000WXjCCJOpDZ4uDJWuC30mCJWuCYqvDJ0tEJKrCpGmDJ0nDZGpCZ8mBNPiOJ4jCpKqDIrsR64jR3SjOc5iOMvZPN8jE30uC2r2GKmjDpCtDU0Rwu4mWXo870Rf780T_t-P7U0TiSe5e1u1g1u1921XX8On2YgZbA2CwW48GlgSCKiJsg9NaFGHSWbSky917e6S8YT7YpssYjaUjyHYxJOPFFPvNdW6S06SIS-CJxMAl_VzUmqUQ6zJaejp4lpMGhXpnZp4BGneeCKubroxeb6DKUeIPQ8F609C9hezPRMS5kmlLwi2cSVX6k7b0G00~1?etext=2202.zKwkjQJdD-V5VP8MLbUzc0sKxML9RRbggiLADmdmOunDFtdrVYU_ZRqcDVZzizMBaG5qZWFncnlwY3RtdmFidA.35d737a186deb3671b1e9b47da1bd608e8533305&from=yandex.ru%3Bsearch%26%23x2F%3B%3Bweb%3B%3B0%3B&q=%D0%BA%D0%BB%D0%B0%D1%81%D1%81%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F+%D0%BA%D0%B0%D0%B1%D0%B5%D0%BB%D0%B5%D0%B9,Классификация кабелей,True
https://eti.su/articles/spravochnik-cable/spravochnik-cable_65.html,Классификация кабелей,False
https://extxe.com/22506/provoda-i-kabeli-klassifikacija-oboznachenie-i-sposoby-prokladki-provodov-i-kabelej/,Классификация кабелей,False
https://vse-elektrichestvo.ru/elektroprovodka/provoda-i-kabelya/klassifikaciya-kabelej-i-provodov.html#_NYM,Классификация кабелей,False
https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%B1%D0%B5%D0%BB%D1%8C,Классификация кабелей,False
https://sovet-ingenera.com/elektrika/wires/vidy-kabelej-i-provodov-i-ix-naznachenie.html,Классификация кабелей,False
http://electricalschool.info/main/elsnabg/151-klassifikacija-i-markirovka-silovykh.html,Классификация кабелей,False
