url,query,is_shop
https://kabel-s.ru/company/news/krizis_kabelnoy_promyshlennostyu_posle_pandemii_covid_19/,Распределение спроса кабельной продукции по странам,False
https://energoforum.org/issledovanie-rinka-kabelnoy-produktsii/,Распределение спроса кабельной продукции по странам,False
https://www.elec.ru/publications/analitika-rynka/6591/,Распределение спроса кабельной продукции по странам,False
https://news.rambler.ru/other/38493960-kabelnyy-rynok-rossii-vytesnyaet-import-otechestvennye-produkty-priblizilis-k-luchshim-zarubezhnym-analogam/,Распределение спроса кабельной продукции по странам,False
https://yabs.yandex.ru/count/WmeejI_zO1i31HW0D2bA4xPV9GsQ_GK06mGGW8Y00J4mDuPX000003W4igQBiy84W07WmG680Q6kv_DAa07KeRZLmO20W0AO0TIXkDL1k06iuOJo7i01NDW1qf-h7k01ZCJl5kW1e0EW0iZRjWhO0WBm0kIFnh89-0Bmwl7WeSQurUK1W0Fqcepv28W3u_ZeuWEO0x6I9AW36li1w0IsdG7u1AE90uW5eua3a0McmXIW1Vvtg0N-Ox05_cEu1TgR1S05fi8Ko0NQcmNmtU2d0p2lHu7HMmie08ZXG9mHKq8Ck0Uq1l47wfK-zf3gQoM020RG2922Y07W2EIjoVWAWBKOgWiGcZivs8ZX003Z1AOt6j050DaBw0kZYGFm2mg83Doeuxu1gGnc8c-GifDJF-WCemBW3OE0W42mtfwAcFhMXIYW3i24FTWE0g4FW13z_emOe2ZG49cQ1p71prJuCJ_m4WO30k0Jsfi5e1JQcmMe5AR25C0KWFJk1fM1bOi6w1I40iWLZ9FkxmJG5PM1bOi6s1N1YlRieu-y_6Fme1QG-ycB1iaMq1RSgEE-0O4Nc1UUd_CPg1S1m1Uq4jWNm8Gzw1S1cHYW612m6C7Ac8m6k1W1q1WX-1ZaeyIjf8EfrfK1W1cG6G6W6GIu6T8P4dbXOdDVSsLoTcLoBt8rE34jCkWPWC83y1c0mWFu6QEeeHw16l__jqLD3F6De1hcvhVglvchffu1i1gBlBEmXVtCltRr6W4000226qqnDZCsCJWrEJ0qDpOqCJ4rBJ4qCZ8oD3CmCJ4pDJWuDJKmC3aqBNPiOJ4jC3GtCIrsR64jR3SjOc5iOMvZPN8jE30uC2r2GKmjDZSoDu8SY1m1wHo07Vz_cHtW7R7A1Q0U0QWU0I40E8GOKCOrH6ZFJeWaz27N3jeLYZGQShIFdBbiBs2OdldOp0SQYnXyaqD-bnX0BziogRD2KrvLz-e6YoB2bl1r4bbyk8nguj9Fzr9qSApBSzOh6Hi3zyRy6PmcPKH7V80c01S5aWEXR2SF~1?etext=2202.eHxBTKuFNvknO7GbfIlK7WoOxbmUvmozmFUuVgN2eF0r3FXQCEICBHJ5DzyfVablDiXdmjthZszHqgXgZvUzWDSFz0K9QxwpiT2Wg7XJzM3J19kwcgN0Hso9ZbTlaWzlMmW3B8KKbIh0KAqRBh9SSGplZmxvZnprZ3FkZmlycnI.b8b10d47baeb641165ad5f33b49c2bc630d4da4c&from=yandex.ru%3Bsearch%26%23x2F%3B%3Bweb%3B%3B0%3B&q=%D1%80%D0%B0%D1%81%D0%BF%D1%80%D0%B5%D0%B4%D0%B5%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5+%D1%81%D0%BF%D1%80%D0%BE%D1%81%D0%B0+%D0%BA%D0%B0%D0%B1%D0%B5%D0%BB%D1%8C%D0%BD%D0%BE%D0%B9+%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8+%D0%BF%D0%BE+%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B0%D0%BC,Распределение спроса кабельной продукции по странам,True
https://express.liberty7.ru/blog/kabelenesushie-sistema-busbars-rossia,Распределение спроса кабельной продукции по странам,False
https://www.elektro-expo.ru/ru/articles/Kabelnaya-produkciya/,Распределение спроса кабельной продукции по странам,False
https://marketelectro.ru/content/innovatsii-v-kabelnoy-promyshlennosti-tendentsii-i-perspektivy,Распределение спроса кабельной продукции по странам,False
https://www.metalbulletin.ru/a/BA,Распределение спроса кабельной продукции по странам,False
https://marketing.rbc.ru/articles/12395/,Распределение спроса кабельной продукции по странам,False
