url,query,is_shop
https://alto-group.ru/otchot/rossija/682-rynok-silovyh-kabelej-v-rossii-tekuschaja-situacija-i-prognoz-2020-2024-gg.html,Баланс спроса и предложения силового кабеля в России,True
https://vvs-info.ru/unit/rynok-kabeley-v-rossii-tendentsii-i-prognoz-razvitiya/,Баланс спроса и предложения силового кабеля в России,False
https://marketing.rbc.ru/research/35633/,Баланс спроса и предложения силового кабеля в России,False
https://TEBIZ.ru/mi/rynok-silovykh-provodov-i-shnurov-v-rossii,Баланс спроса и предложения силового кабеля в России,False
https://elis-group.ru/spros-i-predlozhenie.-obzor-ryinka-silovyix-kabelej.html,Баланс спроса и предложения силового кабеля в России,False
https://www.elec.ru/publications/analitika-rynka/6591/,Баланс спроса и предложения силового кабеля в России,False
https://TK-Solutions.ru/russia-rynok-silovyh-kabelej,Баланс спроса и предложения силового кабеля в России,False
https://yabs.yandex.ru/count/WkeejI_zO0e31HS0z2OlD4vQUOY6wmK02WGGW8Y00J5jDuPX000003W4-AFMbCqTW07aUuW1aToKgZUG0OQRiDGmc06QgBRfCBW1tEgoknh00LpO0UYSyXLqc0BCyOqNs082y0BFvktd1803tQ7Llmc80wRfigW1c0Fdqn6W0mIe0ngQGVW4WwSHY0M3fn6G1UtN4w05ugC5g0MIimIm1PAp1BW5qe05m0MF_4J81RZ44GIe1WJ91cqVKJZcyDCqgGT_ucpfc6522BW7j0Rn1t8gHaw3dVM2W0W6q0YGWeW1u0YJpKd9-0g0jHYg2n2l95s-V-8001dOHpiQq0K0sGle2uEd4V0B2eWCng3alW6f36OYRv2oarC_w0oZ0k0DWu20GEs-nCBZdFpfDA0Em8Gzs0u1eG-04BcLgWQ04GGdc2Cr3ESwF_0I1lWI0O0JCWBW4xZ44Q0KkCGHg1IF_4JnxuEC1kWKX0BG5V7lWum6s1N1YlRieu-y_6Fme1QG-ycB1iaMq1R6eEI-0O4Nc1Uee8uOg1S1m1Uq4jWNm8Gzw1S1cHYW60wm6DRNc8m6k1WCq1WX-1ZaeyIjf8EfrfK1W1cG6G6W6GIu6T8P4dbXOdDVSsLoTcLoBt8rE34jCkWPWC83y1c0mWE16l__RwLCHI4tY1h0X3sG6e10e1gohBhToUVszv41i1gBlBEmXVtCltRr6W4000226qmnDZCsCJWrEJOrDZKmC3SuBJ8vC3WvEJCuE3OpE30sDZKmEJWjTcnXCIqrDpSvBNPiOIriDorYOMnXRcDbSYquC3WmBK91J2qpCZ4nWXo8707f780T_t-P7Q0U0QWU0I40E8GqKCOyHEYh4aOdSBoLjgDsABbGHD0G2Nr4uhBbKeeQhBfcBbRc8Sj29e0C8I2jEHZGF1AjihqAGp9y_OQrL8n9NF5XBge9S4pDmR4UpraVoTZGFX-WUqceJe7rLSPxweGup2tjHL8WbEta0G00~1?etext=2202.WFfYSMUjmQcaWkOvg3H_FWUxiHhRR2AqRu9eK1YnrdSgmqVhHrXrDFyYtP8XGG9oNF-I6mi2muw_Oq9Ib4WZz60pdels4CJ9FWCelLvxbeVCu6UPuDL_aC8umBrDAPrClw-QAjkm0psu7IULAAElX3BrZndvbnBmdG5odnJqam8.355301aabe2f0e60400c3450a960e749e69e2fff&from=yandex.ru%3Bsearch%26%23x2F%3B%3Bweb%3B%3B0%3B&q=%D0%B1%D0%B0%D0%BB%D0%B0%D0%BD%D1%81+%D1%81%D0%BF%D1%80%D0%BE%D1%81%D0%B0+%D0%B8+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+%D1%81%D0%B8%D0%BB%D0%BE%D0%B2%D0%BE%D0%B3%D0%BE+%D0%BA%D0%B0%D0%B1%D0%B5%D0%BB%D1%8F+%D0%B2+%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B8,Баланс спроса и предложения силового кабеля в России,False
https://expert-cable.ru/info/expert-analitika/balans-sprosa-i-predlozheniya-kabelnogo-rynka/,Баланс спроса и предложения силового кабеля в России,False
https://www.yandex.ru/search/direct?filters_docs=direct_cm%2C6bf1b11fb0933782&lr=2&mw=1&text=%D0%91%D0%B0%D0%BB%D0%B0%D0%BD%D1%81+%D1%81%D0%BF%D1%80%D0%BE%D1%81%D0%B0+%D0%B8+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+%D1%81%D0%B8%D0%BB%D0%BE%D0%B2%D0%BE%D0%B3%D0%BE+%D0%BA%D0%B0%D0%B1%D0%B5%D0%BB%D1%8F+%D0%B2+%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B8,Баланс спроса и предложения силового кабеля в России,False
https://kabel-s.ru/company/news/analitika_tseny_na_kabel_snova_vyrastut_v_2021_godu/,Баланс спроса и предложения силового кабеля в России,False
https://marketing.rbc.ru/research/46334/,Баланс спроса и предложения силового кабеля в России,False
https://cable-provod.ru/news/pochemu_tsena_na_kabel_rastet/,Баланс спроса и предложения силового кабеля в России,False
https://tebiz.ru/mi/rynok-kabelej-v-rossii,Баланс спроса и предложения силового кабеля в России,False
http://www.eurasiancommission.org/ru/act/prom_i_agroprom/dep_prom/SiteAssets/%D0%9E%D0%91%D0%97%D0%9E%D0%A0%20%D0%9A%D0%9F%D0%9F%20%D0%95%D0%90%D0%AD%D0%A1%202021%201.0.pdf,Баланс спроса и предложения силового кабеля в России,False
https://www.RusCable.ru/news/2020/12/03/Novyj_otchet_Expert_Analitiki__Balans_sprosa_i_pre/,Баланс спроса и предложения силового кабеля в России,False
https://businesstat.ru/images/demo/power_cables_russia_demo_businesstat.pdf,Баланс спроса и предложения силового кабеля в России,False
https://all-market.info/rynok-silovogo-kabelya-v-rossii-kompleksnoe-issledovanie-i-prognoz/,Баланс спроса и предложения силового кабеля в России,False
http://prokabel.pro/view/kabelnaya-otrasl-sostoyanie-tendencii-perspektivy.html,Баланс спроса и предложения силового кабеля в России,False
https://marketelectro.ru/content/rossiyskiy-rynok-kabelnoy-produkcii-problemy-i-tendencii,Баланс спроса и предложения силового кабеля в России,False
https://marketing.rbc.ru/research/35629/,Баланс спроса и предложения силового кабеля в России,False
