,url,query
0,https://eti.su/articles/kabel-i-provod/kabel-i-provod_654.html,Кабель определение
1,https://dic.academic.ru/dic.nsf/bse/91884/%D0%9A%D0%B0%D0%B1%D0%B5%D0%BB%D1%8C,Кабель определение
2,https://cable911.ru/upload/media/default/0001/01/caff5c932c469c6ee28346a34e54fe9158d28f7f.pdf,Кабель определение
3,https://www.eplan.help/help/platform/2.5/ru-ru/help/Content/htm/cablegui_k_arbeitsweise.htm,Кабель определение
4,https://ampera.ru/articles/chem_otlichaiutsia_kabel_i_provod_rasshifrovka_oboznacheniia_oblast_primeneniia/,Кабель определение
5,https://ru.wiktionary.org/wiki/%D0%BA%D0%B0%D0%B1%D0%B5%D0%BB%D1%8C,Кабель определение
6,http://electricalschool.info/main/kabel/1949-chto-takoe-jelektricheskijj-kabel.html,Кабель определение
7,https://xn----8sbdqwjbq1a0j.xn--p1ai/kabel-i-kabelnaya-liniya-osnovnye-ponyatiya.html,Кабель определение
8,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%B1%D0%B5%D0%BB%D1%8C,Кабель определение
9,https://YaElectrik.ru/elektroprovodka/chem-otlichaetsya-provod-ot-kabelya,Кабель определение
10,https://zen.yandex.ru/media/watt/razbiraemsia-chem-otlichaetsia-kabel-ot-provoda-i-3-varianta-ih-primeneniia-5aaa6fd3c890104d040cc2a7,Кабель определение
11,https://docs.cntd.ru/document/1200011353,Кабель определение
12,https://www.ruscable.ru/misc/faq/question-483.html,Кабель определение
13,https://dic.academic.ru/dic.nsf/dmitriev/1703/%D0%BA%D0%B0%D0%B1%D0%B5%D0%BB%D1%8C,Кабель определение
14,http://ElectricalSchool.info/main/kabel/1949-chto-takoe-jelektricheskijj-kabel.html,Кабель определение
15,https://yabs.yandex.ru/count/WqqejI_zO3q37He0j2rkSU5gIImzNmK0FGGGW8Y00J4CDuPX000003W4mkFImkOCW07N0OW1o_IAtNcG0Pg_bSVJW8200fW1ch-LnrEu0UA4dAyYm05Ss07YdTIR0U01ikZJcm7e0T03e0B-j9duuga7-0Bmwl7WeSQurUK1W0EQoD3s0uW3sTELwWUO0yQm7gW36kGW-0Jsv1U81VRa5v05YuiVe0Nxe0Ue1P661h05aOO6k0NHymV01T7qwm781OxzEmIe1WJ91Wp7sFbcErrOgGSqv93TM4f23BW7j0Rn1ujEHC5TRHLpW0W6q0YGW81DEwzWRkx0FyaAuOGtCfzjw3_u2e2r6AeB411KQNaqv000FDHtDHhG1G3P2-WBzkGNy0iAY0pcxDw-0QaC-5eJnKKsvR_e3AC2u0s3W810Z8xZpk_ipgvOe0x0X3tO3WAX3zc04F7CaXx0i1BG49cQD3CpCpCpuuaXEGNGMZ_m4WO30k0JqVC7e1JHymUe58kB7x0KgxV19R2q-0Z850BG59h8qa3O5D-ua8m6w1I40iWLYDNvcGJG5T-ua8m6s1N1YlRieu-y_6Fme1QG-ycB1iaMy3_G5kRithu1WHS0y3-O5z2Dd2oe5m705xGIq1VGXWFO5ztcFE0N-SBsXWRe5m7u5zF3x8a6cHYW60Mm6C7Ac8m6k1W1q1WX-1ZaeyIjf8EfrfK1W1cG6G6W6GIu6T8P4dbXOdDVSsLoTcLoBt8rE34jCkWPWC83y1c0mWFu6RszdHo16l__2xJTQ9RYY1h0X3sm6ekyix25_So_ThWQ1FKQ0G00088RJJ4sCpOnE3KuDZWnE3apD3CjCJ0tCJ8sEJKuD3SvCpOtCp4mDpOjTcnXCIqoDZGvBNPiOIriDorYOMnXRcDbSYquC3WmBK91J2qtCpGtwHlmlsyLPRDrGV0RW-VMAlWRoE3C588SY1m6wHo07Vz_cHtW7SB71Q0U0QWU0Hy0E8HWKCP7H6ZOfeYa-Y4tOThL25J0dJNa8SLbxzVakhYzPXRGxi7WmvH33K0nNG1TmCYapanAUTNykTn54M50-3e9L_pKCs5laVDLsyPpVaCoDWY83z1z_wTE8GDNnKQ4KBRZ1000~1?etext=2202.s67lOp-oA-4g51_qExIWB1bplD-H0zizLdr-x4mDS9iympVyhHmcZkKuNfKHUVw1Z3l0bG9mb2R5aGZ6YXZ1YQ.917fbb256a4df93b8253cff1096e9f7ba2d4e266&from=yandex.ru%3Bsearch%26%23x2F%3B%3Bweb%3B%3B0%3B&q=%D0%BA%D0%B0%D0%B1%D0%B5%D0%BB%D1%8C+%D0%BE%D0%BF%D1%80%D0%B5%D0%B4%D0%B5%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5&clid=1601&src_pof=1601,Кабель определение
16,https://www.legrand2.ru/provod_cabel.html,Кабель определение
17,https://www.RusCable.ru/misc/faq/question-483.html,Кабель определение
18,https://ProFazu.ru/provodka/cable-wire/vidy-kabelej.html,Классификация кабелей
19,https://xn----7sbbnf4acenkch8bl9k.xn--p1ai/raznoe/klassifikacziya-kabelej-klassifikacziya-kabelej-i-provodov-osobennosti-foto.html,Классификация кабелей
20,https://vse-elektrichestvo.ru/elektroprovodka/provoda-i-kabelya/klassifikaciya-kabelej-i-provodov.html#i-6,Классификация кабелей
21,https://yabs.yandex.ru/count/WmuejI_zO1K39HW0D2Xv2HZ6-dgQfGK05GGGW8Y00J4ODuPX000003W40d2WpEIbpHw00T7lYkQfxjZTHuW1bugxibgG0UxDmDpAW8200fW1xit0t4gu0V3ZsUWWm05Ss06GlBEM0U01ugkC7kW16A02oAQe0y02ueU6bvMIZkJxWAFt1vW3mk4VvP46-0IXgIA81Q6f8f05wu4me0Mel0ge1VVS2B05zzm8k0N0cWo4ejtmoGOO1uTGdHP0Rm1AsY0nAar2Mx07W82ODBW7cWJG1mRn1nG-YrxOs0lCWeQO0U08f9FK0Sdu2e2r6AeB487t5tPAsW00dIaiDXhG1G3P2-WBeQaYy0iAY0owmDw-0QaCC6eBqCPYP3_e3AC2u0s3W810YGxmoTu8jOAO3fYEd8JLquMWs0u5eGzEBgkegQRgFu0GY9p26uY00j0GzO-e_42ABv13Fx4I_fFM1gsIuZ_m4WO30k0Jm9eCo1G4w1I40iWLwUk9nmNO5S6AzkoZZxpyO_2W5f3xoOi6oHRG5hh0thu1WHUO5utDZoIe5m705xGIs1V0X3tW5zIMi_O5w1S1-1VRwO2C1faOe1WIi1Z1ofYC1hWO0T0O8VWOvAF4hQI3gTQL0O0Pa1a1e1a4k1dI6H9vOM9pNtDbSdPbSYzoDJWnBJBe6O320_0PWC83-1czWSyRWHh__nzJ9Y3pvR0QYxopi8NzpBzszHe10000WXjCCJOpDZ4uDJWuC30mCJWuCYqvDJ0tEJKrCpGmDJ0nDZGpCZ8mBNPiOJ4jCpKqDIrsR64jR3SjOc5iOMvZPN8jE30uC2r2GKmjDpCtDU0Rwu4mWXo870Rf780T_t-P7U0TiSe5e1u1g1u1921XX8On2YgZbA2CwW48GlgSCKiJsg9NaFGHSWbSky917e6S8YT7YpssYjaUjyHYxJOPFFPvNdW6S06SIS-CJxMAl_VzUmqUQ6zJaejp4lpMGhXpnZp4BGneeCKubroxeb6DKUeIPQ8F609C9hezPRMS5kmlLwi2cSVX6k7b0G00~1?etext=2202.zKwkjQJdD-V5VP8MLbUzc0sKxML9RRbggiLADmdmOunDFtdrVYU_ZRqcDVZzizMBaG5qZWFncnlwY3RtdmFidA.35d737a186deb3671b1e9b47da1bd608e8533305&from=yandex.ru%3Bsearch%26%23x2F%3B%3Bweb%3B%3B0%3B&q=%D0%BA%D0%BB%D0%B0%D1%81%D1%81%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F+%D0%BA%D0%B0%D0%B1%D0%B5%D0%BB%D0%B5%D0%B9,Классификация кабелей
22,https://eti.su/articles/spravochnik-cable/spravochnik-cable_65.html,Классификация кабелей
23,https://extxe.com/22506/provoda-i-kabeli-klassifikacija-oboznachenie-i-sposoby-prokladki-provodov-i-kabelej/,Классификация кабелей
24,https://vse-elektrichestvo.ru/elektroprovodka/provoda-i-kabelya/klassifikaciya-kabelej-i-provodov.html#_NYM,Классификация кабелей
25,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%B1%D0%B5%D0%BB%D1%8C,Классификация кабелей
26,https://sovet-ingenera.com/elektrika/wires/vidy-kabelej-i-provodov-i-ix-naznachenie.html,Классификация кабелей
27,http://electricalschool.info/main/elsnabg/151-klassifikacija-i-markirovka-silovykh.html,Классификация кабелей
28,https://electric-220.ru/kabel-vidy-naznachenie-markirovka,Классификация кабелей
29,https://www.stroysmi.ru/elektrichestvo/tipy-kabelej-i-provodov-osnovnye-vidy-i-ih-razlichiya/,Классификация кабелей
30,https://www.avtomats.com.ua/2752-purpose_of_cables_wires.html,Классификация кабелей
31,https://odinelectric.ru/wiring/wires/kakie-provoda-byvayut-raznovidnosti-kabelej,Классификация кабелей
32,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D1%80%D0%BA%D0%B8%D1%80%D0%BE%D0%B2%D0%BA%D0%B0_%D0%BA%D0%B0%D0%B1%D0%B5%D0%BB%D1%8F,Классификация кабелей
33,https://vse-elektrichestvo.ru/elektroprovodka/provoda-i-kabelya/klassifikaciya-kabelej-i-provodov.html#i-2,Классификация кабелей
34,https://sovet-ingenera.com/elektrika/wires/vidy-kabelej-i-provodov-i-ix-naznachenie.html#i-3,Классификация кабелей
35,https://zen.yandex.ru/media/id/5bb71772f425240f0b167421/klassifikaciia-kabelei-po-primeneniiu-5e2844b3d5bbc300aea96a51,Классификация кабелей
36,https://sovet-ingenera.com/elektrika/wires/vidy-kabelej-i-provodov-i-ix-naznachenie.html#i-4,Классификация кабелей
37,https://vse-elektrichestvo.ru/elektroprovodka/provoda-i-kabelya/klassifikaciya-kabelej-i-provodov.html,Классификация кабелей
38,https://eti.su/articles/kabel-i-provod/kabel-i-provod_422.html,Классификация кабелей
39,https://vse-e.com/novosti/klassifikatsiia-kabelei,Классификация кабелей
40,https://sovet-ingenera.com/elektrika/wires/vidy-kabelej-i-provodov-i-ix-naznachenie.html#i-2,Классификация кабелей
41,https://srbu.ru/elektrika-v-dome-i-kvartire/459-vidy-kabelej-i-provodov-i-ikh-naznachenie.html,Классификация кабелей
42,https://elquanta.ru/elektroprovodka/vidy-kabelejj.html,Классификация кабелей
43,https://vse-elektrichestvo.ru/elektroprovodka/provoda-i-kabelya/klassifikaciya-kabelej-i-provodov.html#i-3,Классификация кабелей
44,https://e-plastic.ru/spravochnik/research/tendencii-mirovogo-rynka-pvkh-plastikatov/,Совокупный мировой спрос на силовую кабельную продукцию
45,https://energoforum.org/issledovanie-rinka-kabelnoy-produktsii/,Совокупный мировой спрос на силовую кабельную продукцию
46,https://kit-e.ru/powerel/sovremennye-tendenczii-razvitiya-kabelnogo-proizvodstva/,Совокупный мировой спрос на силовую кабельную продукцию
47,https://www.RusCable.ru/uploads/file/tretyakov_itogi_2020.pdf,Совокупный мировой спрос на силовую кабельную продукцию
48,https://elis-group.ru/spros-i-predlozhenie.-obzor-ryinka-silovyix-kabelej.html,Совокупный мировой спрос на силовую кабельную продукцию
49,https://www.elec.ru/publications/analitika-rynka/6591/,Совокупный мировой спрос на силовую кабельную продукцию
50,https://TK-Solutions.ru/russia-rynok-silovyh-kabelej,Совокупный мировой спрос на силовую кабельную продукцию
51,https://ekb.rbc.ru/ekb/20/09/2019/5d8479ea9a79471a095c707b,Совокупный мировой спрос на силовую кабельную продукцию
52,https://www.vniikp.ru/press/press/vitalij-meshanov-o-mirovoj-i-rossijskoj-kabelnoj-promyshlennosti/,Совокупный мировой спрос на силовую кабельную продукцию
53,http://www.media-prime.ru/o-kompanii/novosti/informatsionno-tehnicheskii-resurs/tendentsii-mirovogo-kabeljnogo-rynka.html,Совокупный мировой спрос на силовую кабельную продукцию
54,https://marketelectro.ru/content/innovatsii-v-kabelnoy-promyshlennosti-tendentsii-i-perspektivy,Совокупный мировой спрос на силовую кабельную продукцию
55,https://www.economy.gov.ru/material/file/450ce3f2da1ecf8a6ec8f4e9fd0cbdd3/Prognoz2024.pdf,Совокупный мировой спрос на силовую кабельную продукцию
56,https://swsu.ru/sveden/files/B1.V.DV.01.01_MU_PZ_Otraslevaya_ekonomika_sovremennoy_organizacii.pdf,Совокупный мировой спрос на силовую кабельную продукцию
57,https://marketelectro.ru/content/rynok-silovogo-kabelya-vyzovy-i-tendencii,Совокупный мировой спрос на силовую кабельную продукцию
58,https://yabs.yandex.ru/count/WmGejI_zO1e3rHS0j2SpoXDIdy65U0K06WGGW8Y00J4bDuPX000003W4igQBiy84W07WmG680Q6kv_DAa07KeRZLmO20W0AO0TIXkDL1k06iuOJo7i01NDW1qf-h7k01ZCJl5kW1e0EW0iZRjWhO0WBm0jRwbxaAW0FfwulO0uW3jSgBn0IO0__u8wW36li1w0JGk07u1Ctk0eW5pUu2a0McmXIW1Unlg0MQNR05cbsu1TgR1S05fi8Ko0NQcmNmtU2d0oJJWRxti4I70ApG12exK48yk0Uq1l47J0CSDTVcYhE020RG2922Y07W2EIjoGhmFsXbLgpG001RP_0s6j050DaBw0lDxWBm2mg83Doeuxu1gGnc8c-GifDJF-WCemBW3OE0W42afeVq-vwieeVO3WMX3u0G_VwC6A0eq12PcgQaoFCvUp4_y1860mBW4zgR1Q0Ksfi5g1IcmXJ0583qxWQLWPMB1kWKX0B85OoJxky4q1MLWPMB1jWLmOhsxAEFlFnZyA0MaFl9YmR95j0MtAZZlW615vWNdf_p6QWN0S0Nj1RO5y24FUWN0PaOe1WGi1Z1ofYC1hWO0T0O8VWOvAF4hQI3gTQL0O0Pa1a1e1a4k1dI6H9vOM9pNtDbSdPbSYzoDJWnBJBe6O320_0PWC83-1cZgA4UWHh__uC6-e-a2g0QvkQtwh-PgwQU0R0QYxopi8NzpBzszHe10000WXjCCJOpDZ4uDJWvCZWvC30uEIqnCpOuCJ4qDpOpD30tD3SnCJ0mDorsR64nBJKpCZOjTcnXBMmtBM9XR65kOsLoBJWmE30jGa5CBJGvCe8SY1m1wHo07Vz_cHtW7R7A1Q0U0QWU0IGWKOI6KKmf0vaPcmSeX11SnZCdT4UbHnBAa6kJTiKWZOGShI5dVdi3mp0piiMtZKaiRtJWkyK0BUio-QpKH5VPlTd09D57tSFP4hxDb-qjSqwgiJa7VEcdlHHTnhgSibx9QipU-nc5mMdIYOxu02DGKIBQYUldt40e6vu7~1?etext=2202.0KkslSm_9FnvepscMMUSQZsxuRPrp5XCnlx0lfuwVWvz5z9IjEZ7-s0x_xbptVmr-34RJdI3VSX-1Se19nJRAX02Zp4LNqZPWwv_9jGWXHPaSbrYGndSJvZEorDE3d6RhnSrKtvFZY94O0Y5kCGSUGl3YmtoZWl1b29hdWphd2I.1d2bc7673de4d737356a44471a137f8b8b699b51&from=yandex.ru%3Bsearch%26%23x2F%3B%3Bweb%3B%3B0%3B&q=%D1%81%D0%BE%D0%B2%D0%BE%D0%BA%D1%83%D0%BF%D0%BD%D1%8B%D0%B9+%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%BE%D0%B9+%D1%81%D0%BF%D1%80%D0%BE%D1%81+%D0%BD%D0%B0+%D1%81%D0%B8%D0%BB%D0%BE%D0%B2%D1%83%D1%8E+%D0%BA%D0%B0%D0%B1%D0%B5%D0%BB%D1%8C%D0%BD%D1%83%D1%8E+%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D1%8E,Совокупный мировой спрос на силовую кабельную продукцию
59,http://www.eurasiancommission.org/ru/act/prom_i_agroprom/dep_prom/SiteAssets/%D0%9E%D0%91%D0%97%D0%9E%D0%A0%20%D0%9A%D0%9F%D0%9F%20%D0%95%D0%90%D0%AD%D0%A1%202021%201.0.pdf,Совокупный мировой спрос на силовую кабельную продукцию
60,https://cyberleninka.ru/article/n/sovremennye-tendentsii-razvitiya-kabelnogo-proizvodstva,Совокупный мировой спрос на силовую кабельную продукцию
61,http://prokabel.pro/view/kabelnaya-otrasl-sostoyanie-tendencii-perspektivy.html,Совокупный мировой спрос на силовую кабельную продукцию
62,https://vc.ru/u/406644-konstantin-loktev/290431-rynok-kabelno-provodnikovoy-produkcii-v-rossii-200-milliardnyy-rost-rynka,Совокупный мировой спрос на силовую кабельную продукцию
63,http://www.ereport.ru/articles/commod/mirovoj-rynok-silovogo-ehlektricheskogo-oborudovaniya.htm,Совокупный мировой спрос на силовую кабельную продукцию
64,http://www.eurasiancommission.org/ru/act/prom_i_agroprom/dep_prom/SiteAssets/%D0%9E%D0%91%D0%97%D0%9E%D0%A0%20%D0%9A%D0%9F%D0%9F%20%D0%95%D0%90%D0%AD%D0%A1.pdf,Совокупный мировой спрос на силовую кабельную продукцию
65,https://www.el-com.ru/company/news/checable/daydzhest-chestnyy-kabel-17/,Совокупный мировой спрос на силовую кабельную продукцию
66,https://zen.yandex.ru/media/id/5f605c98aac29c53d6fb6c18/perspektivy-razvitiia-kabelnoi-promyshlennosti-5f7172a96e33974a017f00ba,Совокупный мировой спрос на силовую кабельную продукцию
67,https://www.ncfu.ru/export/uploads/Inovations/SKFUprognoz_ntr.pdf,Совокупный мировой спрос на силовую кабельную продукцию
68,https://kabel-s.ru/company/news/krizis_kabelnoy_promyshlennostyu_posle_pandemii_covid_19/,Распределение спроса кабельной продукции по странам
69,https://energoforum.org/issledovanie-rinka-kabelnoy-produktsii/,Распределение спроса кабельной продукции по странам
70,https://www.elec.ru/publications/analitika-rynka/6591/,Распределение спроса кабельной продукции по странам
71,https://news.rambler.ru/other/38493960-kabelnyy-rynok-rossii-vytesnyaet-import-otechestvennye-produkty-priblizilis-k-luchshim-zarubezhnym-analogam/,Распределение спроса кабельной продукции по странам
