url,query,is_shop
http://02.rospotrebnadzor.ru/content/188/34905/,Меры противодействия контрафакту силового кабеля в России,False
https://marketelectro.ru/kontrafaktnaya-produkciya-na-rynke-elektrotekhniki-problemy-i-resheniya,Меры противодействия контрафакту силового кабеля в России,False
https://www.ruscable.ru/story/kontrafakt,Меры противодействия контрафакту силового кабеля в России,False
http://government.ru/docs/43635/,Меры противодействия контрафакту силового кабеля в России,False
https://yabs.yandex.ru/count/WkGejI_zOFS2rHO0T2OWAjKsKHrkAmK0zmCGW8Y00J6fDuPX000003W4wFEjuAG9W07HzfpH0uW1Yux3anwG0UIWcS8Mc06itlNp6BW1ejNFmn300LpO0SJMxGlW0QQLxGle0Vu2e0AihueMs082y0Bxy8F51u03ahUiZGA80w25vuWFc0FGh0-e0ngm0mJe1Aus-0J1b2M81S6K9P05vkMO0Q05agiBg0MakGcm1QIv2RW5gUmcm0NcvPW1o0Mfx2REqiw60wcdnHe3gpLm00000Aa7gTb0PU9lGZIu1ve4yGT0WjiqmUFIHO081j08a8A80U08rfU5oVWAWBKOgWiG-y4C4QdP0006Dze-6j050DaBw0l1b2Nm2mg839Ydthu1gGnc8c-GifDJF-WCemBW3OE0W42fpvRMiU3gcjWE1Q4FW127Yv2W8D0Gp9DmwSG1yg1BF_0I1WC2u1Efx2QW5Adi9gWKvkMO0Uh2oOi6w1I40j0LwiB9YmRO5S6AzkoZZxpyO_2W5f3xoOi6oHRG5fYdthu1WHUO5-Bhmmse5m705xGIs1V0X3te5m6P6A0O0h0OuTYOZ0Qu60BG627u6EIZnAsaWwdMbG606P0P0Q0P1BWP_m7I6H9vOM9pNtDbSdPbSYzoDJWnBJBe6O320_0PWC83WHh__s-N9NOBUh0QYxopi8NzpBzszHe10000WXjCCJOpDZ4uDZ0oDJOpC3KoCIqrDJWrD38nCZSoDZamDZ8nDZ8uBNPiOJ4jD3KnEIrsR64jR3SjOc5iOMvZPN8jE30uC2r2GKmjD3KpCu8SY1m2wHo07Vz_cHsW7W6e7W4Y03Y4o3_Za2LqGwL0CccFQmVj2aKQ3JctHmukc_E7QhsS1HzeZ67mZSlXkxy0UbcKIPrLc207wakL2lSg34KzpN0pZCy8N-UJnJV0g2Qg1QNPEOYNv3bh9XaRgaPg7EObPKGPzW1D7EQjN_C8eMp72G00~1?etext=2202.pGB2xwcqKM-U_WfYP_RtFeXamHzbTq7thm52nFoL2bL99sUb9FTMbD6Lq2ng5ngIMGSGYDRjKy8S4T_hvkArxjU4ZPFCRjD0jaf9zQMBqhrwXeEQz0loq2GXWIqtLPfUaMy2I2IOruzA4EqhcnOh7zc_M0EcNv6zYC9vPuIWSlJ6c3J0bm9xYmVxY3BhZHJo.74a3310ae6d3caf6eb61a49048411974b6335a7b&from=yandex.ru%3Bsearch%26%23x2F%3B%3Bweb%3B%3B0%3B&q=%D0%BC%D0%B5%D1%80%D1%8B+%D0%BF%D1%80%D0%BE%D1%82%D0%B8%D0%B2%D0%BE%D0%B4%D0%B5%D0%B9%D1%81%D1%82%D0%B2%D0%B8%D1%8F+%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%B0%D1%84%D0%B0%D0%BA%D1%82%D1%83+%D1%81%D0%B8%D0%BB%D0%BE%D0%B2%D0%BE%D0%B3%D0%BE+%D0%BA%D0%B0%D0%B1%D0%B5%D0%BB%D1%8F+%D0%B2+%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B8,Меры противодействия контрафакту силового кабеля в России,False
https://www.ruscable.ru/news/tag/%D0%9A%D0%9E%D0%9D%D0%A2%D0%A0%D0%90%D0%A4%D0%90%D0%9A%D0%A2,Меры противодействия контрафакту силового кабеля в России,False
https://pravdapfo.ru/articles/88072-rosstandart-nakazal-lerua-merlen-za/,Меры противодействия контрафакту силового кабеля в России,False
https://xn--80ajghhoc2aj1c8b.xn--p1ai/info/smi_o_nas/pravitelstvo-utverdilo-strategiyu-borby-s-kontrafaktom-v-promyshlennosti/,Меры противодействия контрафакту силового кабеля в России,False
https://yabs.yandex.ru/count/Wm8ejI_zO1W3nHS0H2aWAjKs0nTpAGK060GGW8Y00J6fDuPX000003W4uVI0pYI00PFA3eW1tlpYgr2G0Ow8uUhAW8200fW1ZeZXwagu0OwxuCuVm05Ss07ej8iWu06UrV0Vw04me0AAs7hO0WBm0llmWyK7-0AGyOBcfSQurUK1W0EIjwoD0eW3e8NdY0-O0x_46g031AW36gEX0VW4rSy6Y0NLpmQG1S_n4g05pe82g0N1rm6m1S7N0RW5q-O4m0NFyHB81TFc1AW61Ca6gQV56WEhDN000000gGUfsK1bucz2DBW7j0Rn1q22spJ1uz95W0W6q0YGWeW1u0Y5h3t9-0g0jHYg2n3xmGmHgTa000OtsZuQq0K0sGle2zNF1l0B2eWCvkpUlW6f36OYRv2oarC_w0oZ0k0DWu20GAdFbjQnuEgQs0u5eG_3zIXSZyArFu0GXFMm6Q2W2lWG1aa9XNJmh3u_y1860mBW4zFc1A0Kq-O4g1JFyHBziRA91kWKX0BG5Vsniea6s1N1YlRieu-y_6Fme1QG-ycB1iaMq1RcxDw-0O4Nc1UgcBGfg1S1m1Uq4jWNm8Gzu1VGm8Fx1UWN1VWN_f6AZ0QP6A0O4R0OuTYOZ0Qu60VG627u6EIZnAsaWwdMbG606P0P0Q0P1BWPqXaIUM5YSrzpPN9sPN8lSZKuCIqow1c0mWFm6O320u4Q___RK8NOczYW6esGpjYsy970lG6m6ekyix25_So_TlKQ0G00088RJ34sCpOnE3OmCZKsCp0rCZ4jDJKuDJGoCJ8tCZOvC3OoCJOoE2rsR64nBJGrCJajTcnXBMmtBM9XR65kOsLoBJWmE30jGa5CBJGrCpE278WS0UaSW1t_VvaTu1sop0MW7W6e7W4U03Y4-3_ZbYNqHQL0ycgGIp3Q5IhoQCXnFd9msHnIKEjQR6O1xJuCFeyvV8CmW0xBJNaLUA_kJt6pWI-dOipdYc-WKKs0OveEZhLvpjfBneRY8pKE_x1pa08R1V88eHZ72G00~1?etext=2202.pGB2xwcqKM-U_WfYP_RtFeXamHzbTq7thm52nFoL2bL99sUb9FTMbD6Lq2ng5ngIMGSGYDRjKy8S4T_hvkArxjU4ZPFCRjD0jaf9zQMBqhrwXeEQz0loq2GXWIqtLPfUaMy2I2IOruzA4EqhcnOh7zc_M0EcNv6zYC9vPuIWSlJ6c3J0bm9xYmVxY3BhZHJo.74a3310ae6d3caf6eb61a49048411974b6335a7b&from=yandex.ru%3Bsearch%26%23x2F%3B%3Bweb%3B%3B0%3B&q=%D0%BC%D0%B5%D1%80%D1%8B+%D0%BF%D1%80%D0%BE%D1%82%D0%B8%D0%B2%D0%BE%D0%B4%D0%B5%D0%B9%D1%81%D1%82%D0%B2%D0%B8%D1%8F+%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%B0%D1%84%D0%B0%D0%BA%D1%82%D1%83+%D1%81%D0%B8%D0%BB%D0%BE%D0%B2%D0%BE%D0%B3%D0%BE+%D0%BA%D0%B0%D0%B1%D0%B5%D0%BB%D1%8F+%D0%B2+%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B8,Меры противодействия контрафакту силового кабеля в России,True
https://elektroportal.ru/wp-content/uploads/2020/12/aek_digest_6.pdf,Меры противодействия контрафакту силового кабеля в России,False
http://www.elektrokabel.ru/files/resultaty_26122016.pdf,Меры противодействия контрафакту силового кабеля в России,False
https://www.skala.ru/articles/problema-kontrafakta/,Меры противодействия контрафакту силового кабеля в России,False
https://yabs.yandex.ru/count/WpeejI_zO403XHa0f2iWAjKsvM5KlGK0G0GGW8Y00J6fDuPX000003W40d2uZUQ0vms00Sx_hvM3xjYhPOW1-xIzydwG0Soyo9hJW8200fW1pBp8cbEu0SJst_qYm05Ss06qYTmNu06Av98Kw06c0w02neoB5zW20l02-_23nGU00xxoYAy2Y0EqneBR2fW3cF4TzRe5-0IalSe2Y0MalSe2a0MygQyBe0MzwMIe1SY2LB05o89Kk0NP__42m0N5h887o0MmikG11AW61Ca6gQV56WEhDN000000gGUfsK1bucz2DBW7j0Rn1q22spJ1uz95WeQ80U08eyR9-0g0jHYg2n3xmGmHgTa000OtsZuQq0K0sGle2wIzoWBm2mg83C3zthu1gGnc8c-GifDJF-WCemBW3OE0W4293l3PtkRIQEsfpvRMiU3gcjWE1Q4FrWYo3t7Mxp_P3u0GhCxS6_K_6SWGY80Aq13rcGHfl89VfM1tFx4I1YGg1fEzuJ_m4WO30k0JjAgq0e0KW22W5BIgj0Ae5CJYl0d850Je58G2o1NkZgoy-GNO5S6AzkoZZxpyO_2W5f3xoOi6oHRmFz0MmFtUlW7W5WA15vWNZU2G5QWN0S0Nj1BO5y24FU0NiQ_HXWRe5m7u5udEfee6cHYW60-m6E7Oc8m6k1W1q1WX-1ZaeyIjf8EfrfK1W1cG6G6W6GIu6T8P4dbXOdDVSsLoTcLoBt8rE34jCkWPWC83y1c0mWFu6TEsYHo16l__vnS2x20Ga1g0GB0QYxopi8NzpBzszHe10000WXjCCJOpDZ4uDZ0oDJOpC3KoCIqrDJWrD38nCZSoDZamDZ8nDZ8uBNPiOJ4jD3KnEIrsR64jR3SjOc5iOMvZPN8jE30uC2r2GKmjD3KpC-0RnEAy2O8SY1m2wHo07Vz_cHtW7Q721Q0U0QWU0IC0E8GWKCOtH6Yg64P7SBoJjgC7KtAX8kGDKQutJhXi46zc1fguC_Xuwl25Bq9mcoQrExWKUwSg3d9DRfKQPy1UzRWPZgq442sB1CVHGemrh0sqknWO68sUitQJiQ4OIOt3j_u0tS7Dwi45wwvVyyWrGZW1~1?etext=2202.pGB2xwcqKM-U_WfYP_RtFeXamHzbTq7thm52nFoL2bL99sUb9FTMbD6Lq2ng5ngIMGSGYDRjKy8S4T_hvkArxjU4ZPFCRjD0jaf9zQMBqhrwXeEQz0loq2GXWIqtLPfUaMy2I2IOruzA4EqhcnOh7zc_M0EcNv6zYC9vPuIWSlJ6c3J0bm9xYmVxY3BhZHJo.74a3310ae6d3caf6eb61a49048411974b6335a7b&from=yandex.ru%3Bsearch%26%23x2F%3B%3Bweb%3B%3B0%3B&q=%D0%BC%D0%B5%D1%80%D1%8B+%D0%BF%D1%80%D0%BE%D1%82%D0%B8%D0%B2%D0%BE%D0%B4%D0%B5%D0%B9%D1%81%D1%82%D0%B2%D0%B8%D1%8F+%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%B0%D1%84%D0%B0%D0%BA%D1%82%D1%83+%D1%81%D0%B8%D0%BB%D0%BE%D0%B2%D0%BE%D0%B3%D0%BE+%D0%BA%D0%B0%D0%B1%D0%B5%D0%BB%D1%8F+%D0%B2+%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B8,Меры противодействия контрафакту силового кабеля в России,False
https://zakon.ru/blog/2019/7/2/borba_s_kontrafaktom_putem_privlecheniya_narushitelya_k_grazhdansko-pravovoj_otvetstvennosti,Меры противодействия контрафакту силового кабеля в России,False
https://StandartGost.ru/g/pkey-14293741730/%D0%9F%D0%9D%D0%A1%D0%A2_242-2017,Меры противодействия контрафакту силового кабеля в России,False
http://agro.cap.ru/news/2018/01/30/bez-zhalob-net-proverok,Меры противодействия контрафакту силового кабеля в России,False
https://docs.cntd.ru/document/1200157537,Меры противодействия контрафакту силового кабеля в России,False
https://www.eprussia.ru/epr/413-414/1722008.htm,Меры противодействия контрафакту силового кабеля в России,False
https://www.garant.ru/products/ipo/prime/doc/400224356/,Меры противодействия контрафакту силового кабеля в России,False
https://customs.gov.ru/press/aktual-no/document/253474,Меры противодействия контрафакту силового кабеля в России,False
http://www.eurasiancommission.org/ru/act/prom_i_agroprom/dep_prom/SiteAssets/%D0%9E%D0%91%D0%97%D0%9E%D0%A0%20%D0%9A%D0%9F%D0%9F%20%D0%95%D0%90%D0%AD%D0%A1%202021%201.0.pdf,Меры противодействия контрафакту силового кабеля в России,False
https://www.yandex.ru/search/direct?filters_docs=direct_cm%2C6bf1b11fb0933782&lr=2&mw=1&text=%D0%9C%D0%B5%D1%80%D1%8B+%D0%BF%D1%80%D0%BE%D1%82%D0%B8%D0%B2%D0%BE%D0%B4%D0%B5%D0%B9%D1%81%D1%82%D0%B2%D0%B8%D1%8F+%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%B0%D1%84%D0%B0%D0%BA%D1%82%D1%83+%D1%81%D0%B8%D0%BB%D0%BE%D0%B2%D0%BE%D0%B3%D0%BE+%D0%BA%D0%B0%D0%B1%D0%B5%D0%BB%D1%8F+%D0%B2+%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B8,Меры противодействия контрафакту силового кабеля в России,False
https://Internet-Law.ru/gosts/gost/65856/,Меры противодействия контрафакту силового кабеля в России,False
https://www.alta.ru/external_news/81145/,Меры противодействия контрафакту силового кабеля в России,False
https://legal-support.ru/information/blog/spory/kontrafakt-v-rossii-i-borba-s-nim/,Меры противодействия контрафакту силового кабеля в России,True
https://www.RusCable.ru/article/O_borybe_s_kontrafaktom_kabelynyx_kompozitsij_i_kabelynyx_izdelij_I_n/,Меры противодействия контрафакту силового кабеля в России,False
https://www.garant.ru/news/1423352/,Меры противодействия контрафакту силового кабеля в России,False
https://www.interfax.ru/russia/764900,Меры противодействия контрафакту силового кабеля в России,False
